Sample_ID,Category,Bins,Taxonomy_name,Taxonomy_id,Taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
ERR3209757,Hospital_environment,ERR3209757_bin.12,Bradyrhizobium barranii,2992140,S,1,3,4,0.00811
ERR3209757,Hospital_environment,ERR3209757_bin.12,Afipia sp. GAS231,1882747,S,1,0,1,0.00197
ERR3209757,Hospital_environment,ERR3209757_bin.12,Tardiphaga sp. 37S4,1404741,S,1,0,1,0.00197
ERR3209757,Hospital_environment,ERR3209757_bin.12,Bosea sp. Tri-49,1867715,S,5,0,5,0.01135
ERR3209757,Hospital_environment,ERR3209757_bin.12,Bosea sp. F3-2,2599640,S,4,1,5,0.01023
ERR3209757,Hospital_environment,ERR3209757_bin.12,Bosea sp. NBC_00550,2969621,S,2,0,2,0.00513
ERR3209757,Hospital_environment,ERR3209757_bin.12,Bosea sp. RAC05,1842539,S,1,0,1,0.00241
ERR3209757,Hospital_environment,ERR3209757_bin.12,Bosea sp. ANAM02,2020412,S,1,0,1,0.00255
ERR3209757,Hospital_environment,ERR3209757_bin.12,Rhizobium sp. NZLR1,2731096,S,1,0,1,0.00271
ERR3209757,Hospital_environment,ERR3209757_bin.12,Rhizobium sp. NXC14,1981173,S,1,0,1,0.00289
ERR3209757,Hospital_environment,ERR3209757_bin.12,Rhizobium sp. CB3090,3039156,S,1,0,1,0.00229
ERR3209757,Hospital_environment,ERR3209757_bin.12,Rhizobium sp. NXC24,2048897,S,1,3,4,0.00901
ERR3209757,Hospital_environment,ERR3209757_bin.12,Rhizobium gallicum,56730,S,1,2,3,0.0059
ERR3209757,Hospital_environment,ERR3209757_bin.12,Agrobacterium fabrum,1176649,S,1,0,1,0.00223
ERR3209757,Hospital_environment,ERR3209757_bin.12,Agrobacterium vaccinii,2735528,S,1,0,1,0.00204
ERR3209757,Hospital_environment,ERR3209757_bin.12,Sinorhizobium fredii,380,S,1,0,1,0.00263
ERR3209757,Hospital_environment,ERR3209757_bin.12,Mesorhizobium sp. NBSH29,2654249,S,1,0,1,0.00198
ERR3209757,Hospital_environment,ERR3209757_bin.12,Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1,2493669,S,1,1,2,0.00395
ERR3209757,Hospital_environment,ERR3209757_bin.12,Mesorhizobium terrae,2725666,S,1,0,1,0.002
ERR3209757,Hospital_environment,ERR3209757_bin.12,Phyllobacterium sp. T1293,555317,S,1,0,1,0.00199
ERR3209757,Hospital_environment,ERR3209757_bin.12,Aminobacter niigataensis,83265,S,1,0,1,0.00331
ERR3209757,Hospital_environment,ERR3209757_bin.12,Ancylobacter polymorphus,223390,S,2,0,2,0.00406
ERR3209757,Hospital_environment,ERR3209757_bin.12,Ancylobacter sp. SL191,2995166,S,1,0,1,0.00199
ERR3209757,Hospital_environment,ERR3209757_bin.12,Azorhizobium caulinodans,7,S,1,0,1,0.00198
ERR3209757,Hospital_environment,ERR3209757_bin.12,Starkeya sp. ORNL1,2709380,S,1,0,1,0.00198
ERR3209757,Hospital_environment,ERR3209757_bin.12,Pseudolabrys taiwanensis,331696,S,1,0,1,0.00198
ERR3209757,Hospital_environment,ERR3209757_bin.12,Parvibaculum lavamentivorans,256618,S,1,0,1,0.00233
ERR3209757,Hospital_environment,ERR3209757_bin.12,Rhodoplanes sp. Z2-YC6860,674703,S,1,0,1,0.00197
ERR3209757,Hospital_environment,ERR3209757_bin.12,Methylocapsa sp. D3K7,3041435,S,1,0,1,0.00197
ERR3209757,Hospital_environment,ERR3209757_bin.12,Aureimonas altamirensis,370622,S,1,0,1,0.002
ERR3209757,Hospital_environment,ERR3209757_bin.12,Sphingobium baderi,1332080,S,1,2,3,0.00629
ERR3209757,Hospital_environment,ERR3209757_bin.12,Sphingobium sp. RAC03,1843368,S,1,0,1,0.00208
ERR3209757,Hospital_environment,ERR3209757_bin.12,Sphingomonas sp. IC081,304378,S,1,0,1,0.00372
ERR3209757,Hospital_environment,ERR3209757_bin.12,Sphingomonas sp. QA11,2950605,S,1,0,1,0.00197
ERR3209757,Hospital_environment,ERR3209757_bin.12,Sphingomonas melonis,152682,S,1,1,2,0.00417
ERR3209757,Hospital_environment,ERR3209757_bin.12,Sphingopyxis sp. YF1,2482763,S,1,0,1,0.00198
ERR3209757,Hospital_environment,ERR3209757_bin.12,Paracoccus pantotrophus,82367,S,1,0,1,0.002
ERR3209757,Hospital_environment,ERR3209757_bin.12,Stenotrophomonas maltophilia,40324,S,2,0,2,0.00425
ERR3209757,Hospital_environment,ERR3209757_bin.12,Dokdonella koreensis,323415,S,1,0,1,0.00199
ERR3209757,Hospital_environment,ERR3209757_bin.12,Pseudomonas sp. PSE14,3016341,S,1,0,1,0.00199
ERR3209757,Hospital_environment,ERR3209757_bin.12,Acidovorax monticola,1926868,S,1,0,1,0.00198
ERR3209757,Hospital_environment,ERR3209757_bin.12,Kinneretia sp. XES5,2877940,S,1,0,1,0.00258
ERR3209757,Hospital_environment,ERR3209757_bin.13,Herbaspirillum huttiense,863372,S,120,0,120,0.90248
ERR3209757,Hospital_environment,ERR3209757_bin.13,Herbaspirillum rubrisubalbicans,80842,S,3,0,3,0.02266
ERR3209757,Hospital_environment,ERR3209757_bin.13,Herbaspirillum seropedicae,964,S,2,0,2,0.01504
ERR3209757,Hospital_environment,ERR3209757_bin.13,Herbaspirillum frisingense,92645,S,2,0,2,0.01504
ERR3209757,Hospital_environment,ERR3209757_bin.13,Delftia acidovorans,80866,S,2,0,2,0.01493
ERR3209757,Hospital_environment,ERR3209757_bin.13,Variovorax paradoxus,34073,S,1,0,1,0.00746
ERR3209757,Hospital_environment,ERR3209757_bin.13,Burkholderia contaminans,488447,S,1,0,1,0.00746
ERR3209757,Hospital_environment,ERR3209757_bin.13,Pseudomonas aeruginosa,287,S,1,0,1,0.00746
ERR3209757,Hospital_environment,ERR3209757_bin.13,Sphingomonas cannabina,2899123,S,1,0,1,0.00746
ERR3209757,Hospital_environment,ERR3209757_bin.17,Elizabethkingia ursingii,1756150,S,324,0,324,0.73611
ERR3209757,Hospital_environment,ERR3209757_bin.17,Elizabethkingia anophelis,1117645,S,85,2,87,0.19757
ERR3209757,Hospital_environment,ERR3209757_bin.17,Elizabethkingia miricola,172045,S,18,0,18,0.041
ERR3209757,Hospital_environment,ERR3209757_bin.17,Elizabethkingia sp. 2-6,2575699,S,5,0,5,0.01164
ERR3209757,Hospital_environment,ERR3209757_bin.17,Chryseobacterium gallinarum,1324352,S,1,0,1,0.00228
ERR3209757,Hospital_environment,ERR3209757_bin.17,Chryseobacterium sp. Y16C,2920939,S,1,0,1,0.00228
ERR3209757,Hospital_environment,ERR3209757_bin.17,Weeksella virosa,1014,S,1,0,1,0.00228
ERR3209757,Hospital_environment,ERR3209757_bin.17,Flavobacterium cerinum,2502784,S,1,0,1,0.00227
ERR3209757,Hospital_environment,ERR3209757_bin.17,Sphingobacterium sp. DR205,2713573,S,1,0,1,0.00227
ERR3209757,Hospital_environment,ERR3209757_bin.17,Clostridium baratii,1561,S,1,0,1,0.0023
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylobacterium radiotolerans,31998,S,146,0,146,0.76396
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylobacterium sp. C1,1479019,S,9,0,9,0.05132
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylobacterium sp. XJLW,739141,S,4,2,6,0.03254
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylobacterium sp. NMS14P,2894310,S,4,0,4,0.02114
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylobacterium sp. WL1,2603276,S,2,0,2,0.01045
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylobacterium mesophilicum,39956,S,5,0,5,0.02605
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylobacterium brachiatum,269660,S,4,0,4,0.02102
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylobacterium radiodurans,2202828,S,3,0,3,0.01565
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylobacterium oryzae,334852,S,2,0,2,0.01043
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylobacterium organophilum,410,S,1,0,1,0.00532
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylobacterium currus,2051553,S,1,0,1,0.00522
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylorubrum populi,223967,S,2,0,2,0.01069
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylorubrum extorquens,408,S,1,0,1,0.00529
ERR3209757,Hospital_environment,ERR3209757_bin.4,Methylorubrum sp. B1-46,2897334,S,1,0,1,0.00528
ERR3209757,Hospital_environment,ERR3209757_bin.4,Sphingomonas sanguinis,33051,S,1,0,1,0.00521
ERR3209757,Hospital_environment,ERR3209757_bin.4,Sphingomonas hankookensis,563996,S,1,0,1,0.00521
ERR3209757,Hospital_environment,ERR3209757_bin.4,Komagataeibacter oboediens,65958,S,1,0,1,0.00521
ERR3209757,Hospital_environment,ERR3209757_bin.7,Delftia acidovorans,80866,S,223,1,224,0.86207
ERR3209757,Hospital_environment,ERR3209757_bin.7,Delftia tsuruhatensis,180282,S,23,0,23,0.08812
ERR3209757,Hospital_environment,ERR3209757_bin.7,Delftia sp. HK171,1920191,S,1,0,1,0.00383
ERR3209757,Hospital_environment,ERR3209757_bin.7,Delftia sp. WY8,2708352,S,1,0,1,0.00383
ERR3209757,Hospital_environment,ERR3209757_bin.7,Delftia lacustris,558537,S,1,0,1,0.00383
