Sample_ID,Category,Bins,Taxonomy_name,Taxonomy_id,Taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
SRR1748552,Public_transport,SRR1748552_bin.1,Thermomonas brevis,215691,S,1,0,1,0.03333
SRR1748552,Public_transport,SRR1748552_bin.2,Acinetobacter variabilis,70346,S,104,1,105,0.66137
SRR1748552,Public_transport,SRR1748552_bin.2,Acinetobacter sp. ACNIH1,1636603,S,16,1,17,0.10773
SRR1748552,Public_transport,SRR1748552_bin.2,Acinetobacter sp. FDAARGOS_724,2545797,S,10,1,11,0.06965
SRR1748552,Public_transport,SRR1748552_bin.2,Acinetobacter sp. WCHA55,2004646,S,1,0,1,0.0063
SRR1748552,Public_transport,SRR1748552_bin.2,Acinetobacter baumannii,470,S,6,1,7,0.04638
SRR1748552,Public_transport,SRR1748552_bin.2,Acinetobacter pittii,48296,S,2,0,2,0.01274
SRR1748552,Public_transport,SRR1748552_bin.2,Acinetobacter lwoffii,28090,S,6,0,6,0.03925
SRR1748552,Public_transport,SRR1748552_bin.2,Acinetobacter johnsonii,40214,S,3,0,3,0.01897
SRR1748552,Public_transport,SRR1748552_bin.2,Acinetobacter schindleri,108981,S,3,0,3,0.01881
SRR1748552,Public_transport,SRR1748552_bin.2,Acinetobacter indicus,756892,S,2,0,2,0.01253
SRR1748552,Public_transport,SRR1748552_bin.2,Acinetobacter haemolyticus,29430,S,1,0,1,0.00628
SRR1748552,Public_transport,SRR1748552_bin.3,Pantoea vagans,470934,S,27,0,27,0.56969
SRR1748552,Public_transport,SRR1748552_bin.3,Pantoea sp. MT58,2768165,S,12,0,12,0.25868
SRR1748552,Public_transport,SRR1748552_bin.3,Pantoea eucalypti,470933,S,8,0,8,0.17163
SRR1748556,Public_transport,SRR1748556_bin.1,Mixta calida,665913,S,68,0,68,1
SRR1748556,Public_transport,SRR1748556_bin.2,Stutzerimonas stutzeri,316,S,36,0,36,0.8
SRR1748556,Public_transport,SRR1748556_bin.2,Stutzerimonas kunmingensis,1211807,S,3,0,3,0.06667
SRR1748556,Public_transport,SRR1748556_bin.2,Stutzerimonas chloritidismutans,203192,S,1,0,1,0.02222
SRR1748556,Public_transport,SRR1748556_bin.2,Stutzerimonas balearica,74829,S,1,0,1,0.02222
SRR1748556,Public_transport,SRR1748556_bin.2,Pseudomonas oleovorans,301,S,2,0,2,0.04444
SRR1748556,Public_transport,SRR1748556_bin.2,Pseudomonas aeruginosa,287,S,1,0,1,0.02222
SRR1748556,Public_transport,SRR1748556_bin.2,Pseudomonas knackmussii,65741,S,1,0,1,0.02222
SRR1748556,Public_transport,SRR1748556_bin.3,Rossellomorea marisflavi,189381,S,438,0,438,1
SRR1748558,Public_transport,SRR1748558_bin.1,Massilia sp. LPB0304,2769491,S,224,9,233,0.75952
SRR1748558,Public_transport,SRR1748558_bin.1,Massilia sp. WG5,1707785,S,19,1,20,0.06586
SRR1748558,Public_transport,SRR1748558_bin.1,Massilia sp. NP310,2861282,S,15,1,16,0.0543
SRR1748558,Public_transport,SRR1748558_bin.1,Massilia sp. YMA4,1593482,S,3,0,3,0.01002
SRR1748558,Public_transport,SRR1748558_bin.1,Massilia sp. PAMC28688,2861283,S,2,0,2,0.00663
SRR1748558,Public_transport,SRR1748558_bin.1,Massilia sp. DM-R-R2A-13,2899220,S,2,0,2,0.00664
SRR1748558,Public_transport,SRR1748558_bin.1,Massilia sp. H6,2970464,S,2,0,2,0.00665
SRR1748558,Public_transport,SRR1748558_bin.1,Massilia sp. HC52,2852099,S,1,0,1,0.00336
SRR1748558,Public_transport,SRR1748558_bin.1,Massilia varians,457921,S,9,0,9,0.03029
SRR1748558,Public_transport,SRR1748558_bin.1,Massilia forsythiae,2728020,S,7,0,7,0.02326
SRR1748558,Public_transport,SRR1748558_bin.1,Massilia oculi,945844,S,2,0,2,0.00705
SRR1748558,Public_transport,SRR1748558_bin.1,Massilia putida,1141883,S,1,0,1,0.00337
SRR1748558,Public_transport,SRR1748558_bin.1,Pseudoduganella armeniaca,2072590,S,1,0,1,0.00335
SRR1748558,Public_transport,SRR1748558_bin.1,Pseudoduganella sp. SL102,2995154,S,1,0,1,0.00647
SRR1748558,Public_transport,SRR1748558_bin.1,Deefgea tanakiae,2865840,S,1,0,1,0.00327
SRR1748558,Public_transport,SRR1748558_bin.1,Pseudomonas fakonensis,2842355,S,1,0,1,0.00328
SRR1748558,Public_transport,SRR1748558_bin.1,Azotobacter vinelandii,354,S,1,0,1,0.00326
SRR1748558,Public_transport,SRR1748558_bin.1,Stenotrophomonas maltophilia,40324,S,1,0,1,0.00343
SRR1748558,Public_transport,SRR1748558_bin.5,Pseudomonas putida,303,S,77,0,77,0.98718
SRR1748558,Public_transport,SRR1748558_bin.5,Pseudomonas aeruginosa,287,S,1,0,1,0.01282
SRR1748560,Public_transport,SRR1748560_bin.2,Pseudomonas sp. LRP2-20,2944234,S,108,0,108,0.8585
SRR1748560,Public_transport,SRR1748560_bin.2,Pseudomonas sp. VLB120,69328,S,1,0,1,0.01448
SRR1748560,Public_transport,SRR1748560_bin.2,Pseudomonas sp. p1(2021b),2874628,S,1,0,1,0.00797
SRR1748560,Public_transport,SRR1748560_bin.2,Pseudomonas putida,303,S,10,0,10,0.07937
SRR1748560,Public_transport,SRR1748560_bin.2,Pseudomonas fulva,47880,S,1,0,1,0.00794
SRR1748560,Public_transport,SRR1748560_bin.2,Pseudomonas aeruginosa,287,S,1,0,1,0.00794
SRR1748560,Public_transport,SRR1748560_bin.2,Pseudomonas alcaligenes,43263,S,1,0,1,0.00794
SRR1748560,Public_transport,SRR1748560_bin.2,Pseudomonas migulae,78543,S,1,0,1,0.00794
SRR1748560,Public_transport,SRR1748560_bin.2,Halomonas sp. A3H3,1346287,S,1,0,1,0.00794
SRR1748560,Public_transport,SRR1748560_bin.5,Acinetobacter ursingii,108980,S,53,0,53,0.86461
SRR1748560,Public_transport,SRR1748560_bin.5,Acinetobacter baumannii,470,S,4,0,4,0.07052
SRR1748560,Public_transport,SRR1748560_bin.5,Acinetobacter sp. WCHAc010034,1879049,S,1,0,1,0.01614
SRR1748560,Public_transport,SRR1748560_bin.5,Acinetobacter sp. NEB 394,2743575,S,1,0,1,0.0164
SRR1748560,Public_transport,SRR1748560_bin.5,Acinetobacter sp. ACNIH2,1758189,S,1,0,1,0.01617
SRR1748560,Public_transport,SRR1748560_bin.5,Acinetobacter junii,40215,S,1,0,1,0.01616
SRR1748562,Public_transport,SRR1748562_bin.4,Enterobacter hormaechei,158836,S,38,0,38,1
SRR1748568,Public_transport,SRR1748568_bin.3,Pantoea agglomerans,549,S,39,0,39,1
SRR1748568,Public_transport,SRR1748568_bin.6,Acinetobacter variabilis,70346,S,75,0,75,0.88105
SRR1748568,Public_transport,SRR1748568_bin.6,Acinetobacter sp. ACNIH1,1636603,S,3,0,3,0.0358
SRR1748568,Public_transport,SRR1748568_bin.6,Acinetobacter sp. FDAARGOS_724,2545797,S,1,0,1,0.01208
SRR1748568,Public_transport,SRR1748568_bin.6,Acinetobacter sp. ACNIH2,1758189,S,1,0,1,0.01166
SRR1748568,Public_transport,SRR1748568_bin.6,Acinetobacter baumannii,470,S,1,0,1,0.0121
SRR1748568,Public_transport,SRR1748568_bin.6,Acinetobacter seifertii,1530123,S,1,0,1,0.01164
SRR1748568,Public_transport,SRR1748568_bin.6,Acinetobacter lactucae,1785128,S,1,0,1,0.01166
SRR1748568,Public_transport,SRR1748568_bin.6,Acinetobacter schindleri,108981,S,1,0,1,0.01165
SRR1748568,Public_transport,SRR1748568_bin.6,Acinetobacter johnsonii,40214,S,1,0,1,0.01235
SRR1748569,Public_transport,SRR1748569_bin.1,Exiguobacterium sp. MH3,1399115,S,230,0,230,0.82716
SRR1748569,Public_transport,SRR1748569_bin.1,Exiguobacterium sp. ZWU0009,1224749,S,1,0,1,0.00366
SRR1748569,Public_transport,SRR1748569_bin.1,Exiguobacterium acetylicum,41170,S,47,0,47,0.16918
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas mendocina,300,S,402,1,403,0.67752
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas aeruginosa,287,S,12,11,23,0.03929
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas oleovorans,301,S,7,0,7,0.01191
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas paraeruginosa,2994495,S,1,0,1,0.0017
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. B11D7D,2735906,S,21,0,21,0.03558
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. MSPm1,2726956,S,9,0,9,0.01527
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. phDV1,253237,S,8,0,8,0.01442
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. Z8(2022),2962597,S,6,0,6,0.01024
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. GOM7,2998079,S,5,4,9,0.01552
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. KHPS1,2961531,S,4,0,4,0.00695
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. LPH1,1898684,S,4,0,4,0.00694
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. REST10,2512235,S,3,1,4,0.00675
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. MM211,2866808,S,3,0,3,0.00505
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. AA-38,3028807,S,3,2,5,0.00946
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. 905_Psudmo1,3038925,S,2,0,2,0.00352
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. Cab53,2678258,S,1,0,1,0.00175
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. KU26590,2991051,S,1,0,1,0.00169
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sp. Q1-7,3020843,S,1,0,1,0.00169
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas fulva,47880,S,5,0,5,0.00849
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas putida,303,S,1,0,1,0.00169
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas hydrolytica,2493633,S,5,0,5,0.00845
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas chengduensis,489632,S,2,0,2,0.00338
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas khazarica,2502979,S,2,0,2,0.00337
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas toyotomiensis,554344,S,2,0,2,0.00337
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas sihuiensis,1274359,S,2,0,2,0.00338
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas wenzhouensis,2906062,S,1,0,1,0.00168
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas germanica,2815720,S,1,0,1,0.0017
SRR1748572,Public_transport,SRR1748572_bin.4,Pseudomonas argentinensis,289370,S,1,0,1,0.00168
SRR1748572,Public_transport,SRR1748572_bin.4,Stutzerimonas decontaminans,3022791,S,1,0,1,0.00168
SRR1748572,Public_transport,SRR1748572_bin.4,Stenotrophomonas acidaminiphila,128780,S,27,1,28,0.04717
SRR1748572,Public_transport,SRR1748572_bin.4,Stenotrophomonas maltophilia,40324,S,15,0,15,0.02572
SRR1748572,Public_transport,SRR1748572_bin.4,Stenotrophomonas sp. LM091,1904944,S,1,0,1,0.00169
SRR1748572,Public_transport,SRR1748572_bin.4,Stenotrophomonas sp. CW117,2775920,S,1,0,1,0.00221
SRR1748572,Public_transport,SRR1748572_bin.4,Xanthomonas citri,346,S,3,0,3,0.00555
SRR1748572,Public_transport,SRR1748572_bin.4,Xanthomonas perforans,442694,S,1,0,1,0.00173
SRR1748572,Public_transport,SRR1748572_bin.4,Pectobacterium brasiliense,180957,S,1,0,1,0.00168
SRR1748572,Public_transport,SRR1748572_bin.4,Halorhodospira halophila,1053,S,1,0,1,0.00168
SRR1748572,Public_transport,SRR1748572_bin.4,Alicycliphilus denitrificans,179636,S,1,0,1,0.00168
SRR1748572,Public_transport,SRR1748572_bin.4,Orrella dioscoreae,1851544,S,1,0,1,0.00168
SRR1748572,Public_transport,SRR1748572_bin.4,Oceanithermus profundus,187137,S,1,0,1,0.00279
SRR1748572,Public_transport,SRR1748572_bin.4,Streptomyces sp. SN-593,659352,S,1,0,1,0.00225
SRR1748573,Public_transport,SRR1748573_bin.3,Pseudomonas mendocina,300,S,95,0,95,0.67537
SRR1748573,Public_transport,SRR1748573_bin.3,Pseudomonas aeruginosa,287,S,8,0,8,0.06127
SRR1748573,Public_transport,SRR1748573_bin.3,Pseudomonas oleovorans,301,S,1,0,1,0.00741
SRR1748573,Public_transport,SRR1748573_bin.3,Pseudomonas sp. B11D7D,2735906,S,1,0,1,0.00709
SRR1748573,Public_transport,SRR1748573_bin.3,Pseudomonas sp. LPH1,1898684,S,1,0,1,0.0071
SRR1748573,Public_transport,SRR1748573_bin.3,Pseudomonas sp. S35,1573719,S,1,0,1,0.00709
SRR1748573,Public_transport,SRR1748573_bin.3,Pseudomonas sp. GOM7,2998079,S,1,0,1,0.0071
SRR1748573,Public_transport,SRR1748573_bin.3,Pseudomonas sp. MSPm1,2726956,S,1,0,1,0.00709
SRR1748573,Public_transport,SRR1748573_bin.3,Pseudomonas sp. phDV1,253237,S,1,0,1,0.00712
SRR1748573,Public_transport,SRR1748573_bin.3,Pseudomonas sp. 905_Psudmo1,3038925,S,1,0,1,0.00712
SRR1748573,Public_transport,SRR1748573_bin.3,Pseudomonas hydrolytica,2493633,S,2,0,2,0.0142
SRR1748573,Public_transport,SRR1748573_bin.3,Pseudomonas pohangensis,364197,S,1,0,1,0.00709
SRR1748573,Public_transport,SRR1748573_bin.3,Pseudomonas sihuiensis,1274359,S,1,0,1,0.0071
SRR1748573,Public_transport,SRR1748573_bin.3,Stutzerimonas stutzeri,316,S,1,0,1,0.00712
SRR1748573,Public_transport,SRR1748573_bin.3,Stutzerimonas decontaminans,3022791,S,1,0,1,0.00709
SRR1748573,Public_transport,SRR1748573_bin.3,Stenotrophomonas acidaminiphila,128780,S,13,0,13,0.09256
SRR1748573,Public_transport,SRR1748573_bin.3,Stenotrophomonas maltophilia,40324,S,7,0,7,0.04977
SRR1748573,Public_transport,SRR1748573_bin.3,Luteimonas sp. YGD11-2,2508168,S,1,0,1,0.0071
SRR1748573,Public_transport,SRR1748573_bin.3,Bordetella hinzii,103855,S,1,0,1,0.00709
SRR1748573,Public_transport,SRR1748573_bin.3,Pelolinea submarina,913107,S,1,0,1,0.00709
SRR1748573,Public_transport,SRR1748573_bin.4,Empedobacter falsenii,343874,S,63,0,63,0.88732
SRR1748573,Public_transport,SRR1748573_bin.4,Empedobacter stercoris,1628248,S,5,0,5,0.07042
SRR1748573,Public_transport,SRR1748573_bin.4,Elizabethkingia sp. JS20170427COW,2583851,S,1,0,1,0.01408
SRR1748573,Public_transport,SRR1748573_bin.4,Faecalibacter bovis,2898187,S,1,0,1,0.01408
SRR1748573,Public_transport,SRR1748573_bin.4,Epilithonimonas vandammei,2487072,S,1,0,1,0.01408
SRR1748573,Public_transport,SRR1748573_bin.5,Stenotrophomonas maltophilia,40324,S,177,0,177,0.98883
SRR1748573,Public_transport,SRR1748573_bin.5,Stenotrophomonas acidaminiphila,128780,S,1,0,1,0.00559
SRR1748573,Public_transport,SRR1748573_bin.5,Pseudomonas aeruginosa,287,S,1,0,1,0.00559
SRR1748574,Public_transport,SRR1748574_bin.4,Stutzerimonas stutzeri,316,S,17,0,17,0.94444
SRR1748574,Public_transport,SRR1748574_bin.4,Pseudomonas sp. PS1(2021),2866282,S,1,0,1,0.05556
SRR1748574,Public_transport,SRR1748574_bin.7,Mixta calida,665913,S,56,0,56,1
SRR1748574,Public_transport,SRR1748574_bin.9,Acinetobacter nosocomialis,106654,S,58,0,58,0.83156
SRR1748574,Public_transport,SRR1748574_bin.9,Acinetobacter baumannii,470,S,8,0,8,0.12558
SRR1748574,Public_transport,SRR1748574_bin.9,Acinetobacter haemolyticus,29430,S,2,0,2,0.02857
SRR1748574,Public_transport,SRR1748574_bin.9,Acinetobacter ursingii,108980,S,1,0,1,0.01429
SRR1748576,Public_transport,SRR1748576_bin.10,Sphingobacterium multivorum,28454,S,526,0,526,0.76893
SRR1748576,Public_transport,SRR1748576_bin.10,Sphingobacterium sp. G1-14,2003121,S,34,0,34,0.04983
SRR1748576,Public_transport,SRR1748576_bin.10,Sphingobacterium sp. B29,1933220,S,6,0,6,0.00887
SRR1748576,Public_transport,SRR1748576_bin.10,Sphingobacterium sp. DR205,2713573,S,5,0,5,0.0073
SRR1748576,Public_transport,SRR1748576_bin.10,Sphingobacterium sp. E70,2853439,S,2,0,2,0.00292
SRR1748576,Public_transport,SRR1748576_bin.10,Sphingobacterium sp. ML3W,1538644,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Sphingobacterium siyangense,459529,S,9,0,9,0.01323
SRR1748576,Public_transport,SRR1748576_bin.10,Sphingobacterium paramultivorum,2886510,S,5,0,5,0.00731
SRR1748576,Public_transport,SRR1748576_bin.10,Sphingobacterium spiritivorum,258,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Sphingobacterium hotanense,649196,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Pedobacter sp. KBS0701,2578106,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Chryseobacterium sp. Y16C,2920939,S,6,0,6,0.00955
SRR1748576,Public_transport,SRR1748576_bin.10,Chryseobacterium sp. ZHDP1,2838877,S,4,0,4,0.00618
SRR1748576,Public_transport,SRR1748576_bin.10,Chryseobacterium sp. G0162,2487063,S,2,0,2,0.00325
SRR1748576,Public_transport,SRR1748576_bin.10,Chryseobacterium arthrosphaerae,651561,S,3,0,3,0.00438
SRR1748576,Public_transport,SRR1748576_bin.10,Chryseobacterium lactis,1241981,S,2,0,2,0.00292
SRR1748576,Public_transport,SRR1748576_bin.10,Chryseobacterium indologenes,253,S,2,0,2,0.00292
SRR1748576,Public_transport,SRR1748576_bin.10,Chryseobacterium gleum,250,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Chryseobacterium taklimakanense,536441,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter lwoffii,28090,S,13,0,13,0.01898
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter schindleri,108981,S,12,0,12,0.01752
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter sp. WY4,2708348,S,4,0,4,0.00584
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter sp. KCTC 92772,3045147,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter sp. CS-2,2798861,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter sp. NEB 394,2743575,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter sp. ACNIH1,1636603,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter radioresistens,40216,S,6,0,6,0.00876
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter indicus,756892,S,6,0,6,0.00876
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter baumannii,470,S,2,0,2,0.004
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter pittii,48296,S,1,0,1,0.00184
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter haemolyticus,29430,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter johnsonii,40214,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter variabilis,70346,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Acinetobacter towneri,202956,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Escherichia coli,562,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Citrobacter freundii,546,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Atlantibacter hermannii,565,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Leclercia adecarboxylata,83655,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Rahnella aquatilis,34038,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Enterococcus casseliflavus,37734,S,7,0,7,0.01104
SRR1748576,Public_transport,SRR1748576_bin.10,Enterococcus innesii,2839759,S,1,0,1,0.00163
SRR1748576,Public_transport,SRR1748576_bin.10,Enterococcus gallinarum,1353,S,1,0,1,0.00194
SRR1748576,Public_transport,SRR1748576_bin.10,Paenibacillus sp. FSL H7-0737,1536775,S,1,0,1,0.00146
SRR1748576,Public_transport,SRR1748576_bin.10,Homo sapiens,9606,S,2,0,2,0.00292
SRR1748576,Public_transport,SRR1748576_bin.15,Stutzerimonas stutzeri,316,S,106,0,106,0.91379
SRR1748576,Public_transport,SRR1748576_bin.15,Pseudomonas aeruginosa,287,S,2,0,2,0.01724
SRR1748576,Public_transport,SRR1748576_bin.15,Pseudomonas mendocina,300,S,1,0,1,0.00862
SRR1748576,Public_transport,SRR1748576_bin.15,Stenotrophomonas maltophilia,40324,S,3,0,3,0.02586
SRR1748576,Public_transport,SRR1748576_bin.15,Stenotrophomonas acidaminiphila,128780,S,1,0,1,0.00862
