Sample_ID,Category,Bins,Taxonomy_name,Taxonomy_id,Taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
SRR5240306,Ambulance,SRR5240306_bin.3,Rouxiella badensis,1646377,S,2,0,2,0.03135
SRR5240306,Ambulance,SRR5240306_bin.3,Ewingella americana,41202,S,1,0,1,0.01493
SRR5240306,Ambulance,SRR5240306_bin.3,Erwinia rhapontici,55212,S,1,0,1,0.01493
SRR5240306,Ambulance,SRR5240306_bin.4,Pseudomonas sp. MM227,3019968,S,27,0,27,0.9
SRR5240306,Ambulance,SRR5240306_bin.4,Pseudomonas syringae,317,S,1,0,1,0.05932
SRR5240306,Ambulance,SRR5240306_bin.4,Pseudomonas savastanoi,29438,S,1,0,1,0.04068
SRR5240307,Ambulance,SRR5240307_bin.4,Kocuria sp. KD4,2719588,S,33,0,33,0.94286
SRR5240307,Ambulance,SRR5240307_bin.4,Kocuria indica,1049583,S,2,0,2,0.05714
SRR5240308,Ambulance,SRR5240308_bin.10,Pseudomonas oryzihabitans,47885,S,397,1,398,0.93647
SRR5240308,Ambulance,SRR5240308_bin.10,Pseudomonas psychrotolerans,237610,S,21,0,21,0.04938
SRR5240308,Ambulance,SRR5240308_bin.10,Pseudomonas sp. S49,1573720,S,1,0,1,0.00237
SRR5240308,Ambulance,SRR5240308_bin.10,Pseudomonas syringae,317,S,1,0,1,0.00237
SRR5240308,Ambulance,SRR5240308_bin.10,Pseudomonas chlororaphis,587753,S,1,0,1,0.00237
SRR5240308,Ambulance,SRR5240308_bin.10,Bordetella holmesii,35814,S,1,0,1,0.00235
SRR5240308,Ambulance,SRR5240308_bin.10,Thermaerobacter marianensis,73919,S,1,0,1,0.00235
SRR5240308,Ambulance,SRR5240308_bin.10,Kutzneria chonburiensis,1483604,S,1,0,1,0.00235
SRR5240313,Ambulance,SRR5240313_bin.1,Micrococcus luteus,1270,S,60,0,60,0.9375
SRR5240313,Ambulance,SRR5240313_bin.1,Micrococcus yunnanensis,566027,S,1,0,1,0.01562
SRR5240313,Ambulance,SRR5240313_bin.1,Gordonia alkanivorans,84096,S,3,0,3,0.04688
SRR5240313,Ambulance,SRR5240313_bin.3,Leuconostoc mesenteroides,1245,S,128,0,128,0.99225
SRR5240313,Ambulance,SRR5240313_bin.3,Leuconostoc citreum,33964,S,1,0,1,0.00775
SRR5240313,Ambulance,SRR5240313_bin.4,Arthrobacter citreus,1670,S,37,0,37,0.94872
SRR5240313,Ambulance,SRR5240313_bin.4,Arthrobacter caoxuetaonis,2886935,S,1,0,1,0.02564
SRR5240313,Ambulance,SRR5240313_bin.4,Arthrobacter sp. ATA002,2991715,S,1,0,1,0.02564
SRR5240313,Ambulance,SRR5240313_bin.5,Heyndrickxia oleronia,38875,S,113,0,113,0.97414
SRR5240313,Ambulance,SRR5240313_bin.5,Bacillus velezensis,492670,S,1,0,1,0.00862
SRR5240313,Ambulance,SRR5240313_bin.5,Psychrobacillus sp. INOP01,2829187,S,1,0,1,0.00862
SRR5240313,Ambulance,SRR5240313_bin.5,Virgibacillus sp. SK37,403957,S,1,0,1,0.00862
SRR5240313,Ambulance,SRR5240313_bin.6,Stutzerimonas stutzeri,316,S,201,8,209,0.48943
SRR5240313,Ambulance,SRR5240313_bin.6,Stutzerimonas chloritidismutans,203192,S,1,0,1,0.00239
SRR5240313,Ambulance,SRR5240313_bin.6,Stutzerimonas kunmingensis,1211807,S,1,0,1,0.00245
SRR5240313,Ambulance,SRR5240313_bin.6,Stutzerimonas balearica,74829,S,2,0,2,0.00477
SRR5240313,Ambulance,SRR5240313_bin.6,[Pseudomonas] zhaodongensis,1176257,S,15,0,15,0.03647
SRR5240313,Ambulance,SRR5240313_bin.6,Stutzerimonas xanthomarina,271420,S,9,0,9,0.02138
SRR5240313,Ambulance,SRR5240313_bin.6,Stutzerimonas sp. R40042,2998559,S,1,0,1,0.00283
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. MTM4,2705472,S,44,1,45,0.10565
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. DNDY-54,2870860,S,6,0,6,0.016
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. ABC1,2748080,S,5,0,5,0.01182
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. JY-Q,1338689,S,4,12,16,0.0377
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. CC6-YY-74,1930532,S,4,0,4,0.00946
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. B11D7D,2735906,S,3,0,3,0.00742
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. MM211,2866808,S,2,0,2,0.00473
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. GCEP-101,2974552,S,2,0,2,0.00531
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. LS44,1357074,S,2,0,2,0.00474
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. KU26590,2991051,S,2,0,2,0.00486
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. Sm006,2731552,S,2,3,5,0.01216
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. BSw22131,3002903,S,2,0,2,0.00472
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. MSPm1,2726956,S,1,0,1,0.00251
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. B21-035,2895484,S,1,14,15,0.03568
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. SCB32,2653853,S,1,0,1,0.00265
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. LBUM920,2126069,S,1,3,4,0.01106
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. BIOMIG1BAC,1758730,S,1,1,2,0.00601
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. LS1212,2972478,S,1,0,1,0.00239
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. N3-W,2975049,S,1,0,1,0.00256
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. LPB0260,2614442,S,1,0,1,0.00241
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. C27(2019),2604941,S,1,0,1,0.00234
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. BJP69,2597770,S,1,1,2,0.00675
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. IzPS59,2774459,S,1,0,1,0.00289
SRR5240313,Ambulance,SRR5240313_bin.6,Pseudomonas sp. B21-019,2895475,S,1,1,2,0.00492
